"","Date","DirRigCount","HorzRigCount","VertRigCount","TotalRigCount","PerDirRig","PercHorzRig","PercVertRig"
"136","1993-08-06",99,57,620,776,0.127577319587629,0.0734536082474227,0.798969072164949
"137","1993-08-13",101,54,631,786,0.128498727735369,0.0687022900763359,0.802798982188295
"138","1993-08-20",104,61,640,805,0.129192546583851,0.0757763975155279,0.795031055900621
"139","1993-08-27",104,62,656,822,0.126520681265207,0.0754257907542579,0.798053527980535
"140","1993-09-03",100,62,672,834,0.119904076738609,0.0743405275779377,0.805755395683453
"141","1993-09-10",103,57,675,835,0.123353293413174,0.0682634730538922,0.808383233532934
"142","1993-09-17",115,52,689,856,0.134345794392523,0.0607476635514019,0.804906542056075
"143","1993-09-24",117,50,699,866,0.135103926096998,0.0577367205542725,0.80715935334873
"144","1993-10-01",116,37,703,856,0.135514018691589,0.0432242990654206,0.821261682242991
"145","1993-10-08",119,33,704,856,0.139018691588785,0.0385514018691589,0.822429906542056
"146","1993-10-15",118,54,688,860,0.137209302325581,0.0627906976744186,0.8
"147","1993-10-22",123,53,684,860,0.143023255813954,0.0616279069767442,0.795348837209302
"148","1993-10-29",116,53,701,870,0.133333333333333,0.0609195402298851,0.805747126436782
"149","1993-11-05",116,50,704,870,0.133333333333333,0.0574712643678161,0.809195402298851
"150","1993-11-12",119,48,705,872,0.136467889908257,0.055045871559633,0.80848623853211
"151","1993-11-19",118,54,685,857,0.137689614935823,0.0630105017502917,0.799299883313886
"152","1993-11-26",126,57,688,871,0.144661308840413,0.0654420206659013,0.789896670493686
"153","1993-12-03",131,59,686,876,0.149543378995434,0.067351598173516,0.78310502283105
"154","1993-12-10",133,57,678,868,0.153225806451613,0.065668202764977,0.78110599078341
"155","1993-12-17",124,59,700,883,0.140430351075878,0.0668176670441676,0.792751981879955
"156","1993-12-22",128,51,664,843,0.151838671411625,0.0604982206405694,0.787663107947805
"157","1993-12-29",129,48,637,814,0.158476658476658,0.058968058968059,0.782555282555283
"158","1994-01-07",140,46,621,807,0.173482032218092,0.057001239157373,0.769516728624535
"159","1994-01-14",128,45,619,792,0.161616161616162,0.0568181818181818,0.781565656565657
"160","1994-01-21",128,47,603,778,0.16452442159383,0.0604113110539846,0.775064267352185
"161","1994-01-28",128,41,609,778,0.16452442159383,0.0526992287917738,0.782776349614396
"162","1994-02-04",133,44,575,752,0.17686170212766,0.0585106382978723,0.764627659574468
"163","1994-02-11",136,45,583,764,0.178010471204188,0.0589005235602094,0.763089005235602
"164","1994-02-18",135,47,570,752,0.179521276595745,0.0625,0.757978723404255
"165","1994-02-25",137,48,562,747,0.183400267737617,0.0642570281124498,0.752342704149933
"166","1994-03-04",133,47,563,743,0.179004037685061,0.063257065948856,0.757738896366083
"167","1994-03-11",131,49,553,733,0.178717598908595,0.0668485675306958,0.754433833560709
"168","1994-03-18",138,53,552,743,0.185733512786003,0.0713324360699865,0.742934051144011
"169","1994-03-25",136,50,539,725,0.187586206896552,0.0689655172413793,0.743448275862069
"170","1994-03-31",132,50,550,732,0.180327868852459,0.0683060109289617,0.751366120218579
"171","1994-04-08",128,53,528,709,0.180535966149506,0.07475317348378,0.744710860366714
"172","1994-04-15",133,52,535,720,0.184722222222222,0.0722222222222222,0.743055555555556
"173","1994-04-22",138,50,544,732,0.188524590163934,0.0683060109289617,0.743169398907104
"174","1994-04-29",144,47,539,730,0.197260273972603,0.0643835616438356,0.738356164383562
"175","1994-05-06",136,48,535,719,0.189151599443672,0.066759388038943,0.744089012517385
"176","1994-05-13",135,44,543,722,0.186980609418283,0.0609418282548476,0.75207756232687
"177","1994-05-20",129,44,524,697,0.185078909612626,0.0631276901004304,0.751793400286944
"178","1994-05-27",131,41,555,727,0.18019257221458,0.0563961485557084,0.763411279229711
"179","1994-06-03",144,40,558,742,0.194070080862534,0.0539083557951483,0.752021563342318
"180","1994-06-10",140,38,574,752,0.186170212765957,0.050531914893617,0.763297872340426
"181","1994-06-17",147,36,586,769,0.191157347204161,0.046814044213264,0.762028608582575
"182","1994-06-24",146,38,577,761,0.191852825229961,0.049934296977661,0.758212877792378
"183","1994-07-01",145,36,585,766,0.189295039164491,0.0469973890339426,0.763707571801567
"184","1994-07-08",141,43,584,768,0.18359375,0.0559895833333333,0.760416666666667
"185","1994-07-15",136,42,595,773,0.175937904269082,0.0543337645536869,0.769728331177232
"186","1994-07-22",130,50,599,779,0.166880616174583,0.0641848523748395,0.768934531450578
"187","1994-07-29",126,51,594,771,0.163424124513619,0.066147859922179,0.770428015564202
"188","1994-08-05",128,50,593,771,0.166018158236057,0.0648508430609598,0.769130998702983
"189","1994-08-12",131,46,576,753,0.173970783532537,0.0610889774236388,0.764940239043825
"190","1994-08-19",138,48,586,772,0.178756476683938,0.0621761658031088,0.759067357512953
"191","1994-08-26",141,50,577,768,0.18359375,0.0651041666666667,0.751302083333333
"192","1994-09-02",146,53,585,784,0.186224489795918,0.0676020408163265,0.746173469387755
"193","1994-09-09",142,55,585,782,0.181585677749361,0.0703324808184143,0.748081841432225
"194","1994-09-16",141,57,606,804,0.175373134328358,0.0708955223880597,0.753731343283582
"195","1994-09-23",144,56,636,836,0.172248803827751,0.0669856459330144,0.760765550239235
"196","1994-09-30",135,57,646,838,0.16109785202864,0.0680190930787589,0.770883054892601
"197","1994-10-07",134,57,637,828,0.161835748792271,0.0688405797101449,0.769323671497585
"198","1994-10-14",136,57,635,828,0.164251207729469,0.0688405797101449,0.766908212560387
"199","1994-10-21",136,56,627,819,0.166056166056166,0.0683760683760684,0.765567765567766
"200","1994-10-28",142,55,616,813,0.174661746617466,0.0676506765067651,0.757687576875769
"201","1994-11-04",143,53,628,824,0.173543689320388,0.0643203883495146,0.762135922330097
"202","1994-11-11",143,55,635,833,0.171668667466987,0.0660264105642257,0.762304921968788
"203","1994-11-18",145,61,633,839,0.172824791418355,0.0727056019070322,0.754469606674613
"204","1994-11-25",144,63,635,842,0.171021377672209,0.0748218527315915,0.754156769596199
"205","1994-12-02",138,59,630,827,0.166868198307134,0.0713422007255139,0.761789600967352
"206","1994-12-09",144,62,635,841,0.171224732461356,0.0737217598097503,0.755053507728894
"207","1994-12-16",137,54,616,807,0.169764560099133,0.0669144981412639,0.763320941759604
"208","1994-12-23",139,54,620,813,0.170971709717097,0.0664206642066421,0.762607626076261
"209","1994-12-30",137,57,597,791,0.173198482932996,0.0720606826801517,0.754740834386852
"210","1995-01-05",135,57,574,766,0.176240208877285,0.0744125326370757,0.74934725848564
"211","1995-01-13",127,59,571,757,0.16776750330251,0.0779392338177015,0.754293262879789
"212","1995-01-20",139,54,538,731,0.19015047879617,0.0738714090287278,0.735978112175103
"213","1995-01-27",131,56,549,736,0.177989130434783,0.0760869565217391,0.745923913043478
"214","1995-02-03",135,52,537,724,0.18646408839779,0.0718232044198895,0.741712707182321
"215","1995-02-10",135,49,522,706,0.191218130311615,0.0694050991501416,0.739376770538244
"216","1995-02-17",143,45,536,724,0.197513812154696,0.0621546961325967,0.740331491712707
"217","1995-02-24",143,43,510,696,0.205459770114943,0.0617816091954023,0.732758620689655
"218","1995-03-03",140,43,501,684,0.204678362573099,0.0628654970760234,0.732456140350877
"219","1995-03-10",141,42,492,675,0.208888888888889,0.0622222222222222,0.728888888888889
"220","1995-03-17",142,46,479,667,0.212893553223388,0.0689655172413793,0.718140929535232
"221","1995-03-24",136,49,467,652,0.208588957055215,0.0751533742331288,0.716257668711656
"222","1995-03-31",134,50,464,648,0.20679012345679,0.0771604938271605,0.716049382716049
"223","1995-04-07",131,48,490,669,0.195814648729447,0.0717488789237668,0.732436472346786
"224","1995-04-13",135,51,490,676,0.199704142011834,0.0754437869822485,0.724852071005917
"225","1995-04-21",136,55,494,685,0.198540145985401,0.0802919708029197,0.721167883211679
"226","1995-04-28",140,58,482,680,0.205882352941176,0.0852941176470588,0.708823529411765
"227","1995-05-05",138,57,469,664,0.207831325301205,0.0858433734939759,0.706325301204819
"228","1995-05-12",145,59,485,689,0.21044992743106,0.0856313497822932,0.703918722786647
"229","1995-05-19",142,59,472,673,0.210995542347697,0.087667161961367,0.701337295690936
"230","1995-05-26",148,57,485,690,0.214492753623188,0.0826086956521739,0.702898550724638
"231","1995-06-02",147,52,478,677,0.217134416543575,0.0768094534711965,0.706056129985229
"232","1995-06-09",151,48,475,674,0.224035608308605,0.0712166172106825,0.704747774480712
"233","1995-06-16",142,49,479,670,0.211940298507463,0.073134328358209,0.714925373134328
"234","1995-06-23",142,48,494,684,0.207602339181287,0.0701754385964912,0.722222222222222
"235","1995-06-30",126,45,495,666,0.189189189189189,0.0675675675675676,0.743243243243243
"236","1995-07-07",141,46,527,714,0.197478991596639,0.0644257703081232,0.738095238095238
"237","1995-07-14",145,50,525,720,0.201388888888889,0.0694444444444444,0.729166666666667
"238","1995-07-21",147,47,525,719,0.204450625869263,0.0653685674547983,0.730180806675939
"239","1995-07-28",148,51,540,739,0.200270635994587,0.0690121786197564,0.730717185385656
"240","1995-08-04",149,50,533,732,0.203551912568306,0.0683060109289617,0.728142076502732
"241","1995-08-11",151,50,538,739,0.204330175913397,0.06765899864682,0.728010825439784
"242","1995-08-18",150,52,542,744,0.201612903225806,0.0698924731182796,0.728494623655914
"243","1995-08-25",151,53,559,763,0.197903014416776,0.0694626474442988,0.732634338138925
"244","1995-09-01",151,52,569,772,0.19559585492228,0.0673575129533679,0.737046632124352
"245","1995-09-08",152,53,561,766,0.198433420365535,0.0691906005221932,0.732375979112272
"246","1995-09-15",151,54,554,759,0.198945981554677,0.0711462450592885,0.729907773386034
"247","1995-09-22",154,55,566,775,0.198709677419355,0.0709677419354839,0.730322580645161
"248","1995-09-29",156,51,548,755,0.206622516556291,0.0675496688741722,0.725827814569536
"249","1995-10-06",152,51,551,754,0.20159151193634,0.0676392572944297,0.730769230769231
"250","1995-10-13",152,51,560,763,0.199213630406291,0.0668414154652687,0.73394495412844
"251","1995-10-20",152,50,563,765,0.198692810457516,0.065359477124183,0.735947712418301
"252","1995-10-27",152,50,559,761,0.199737187910644,0.0657030223390276,0.734559789750328
"253","1995-11-03",143,52,569,764,0.18717277486911,0.0680628272251309,0.744764397905759
"254","1995-11-10",147,52,570,769,0.191157347204161,0.0676202860858258,0.741222366710013
"255","1995-11-17",155,54,570,779,0.198973042362003,0.0693196405648267,0.731707317073171
"256","1995-11-22",156,55,563,774,0.201550387596899,0.0710594315245478,0.727390180878553
"257","1995-12-01",160,58,555,773,0.206985769728331,0.0750323415265201,0.717981888745149
"258","1995-12-08",157,58,557,772,0.203367875647668,0.0751295336787565,0.721502590673575
"259","1995-12-15",158,56,551,765,0.206535947712418,0.073202614379085,0.720261437908497
"260","1995-12-22",162,54,546,762,0.21259842519685,0.0708661417322835,0.716535433070866
"261","1995-12-29",159,52,534,745,0.213422818791946,0.0697986577181208,0.716778523489933
"262","1996-01-05",154,50,507,711,0.216596343178622,0.070323488045007,0.713080168776371
"263","1996-01-12",155,52,497,704,0.220170454545455,0.0738636363636364,0.705965909090909
"264","1996-01-19",155,52,509,716,0.216480446927374,0.0726256983240224,0.710893854748603
"265","1996-01-26",160,49,494,703,0.227596017069701,0.069701280227596,0.702702702702703
"266","1996-02-02",151,48,494,693,0.217893217893218,0.0692640692640693,0.712842712842713
"267","1996-02-09",155,54,486,695,0.223021582733813,0.0776978417266187,0.699280575539568
"268","1996-02-16",155,53,499,707,0.219236209335219,0.074964639321075,0.705799151343706
"269","1996-02-23",158,51,496,705,0.224113475177305,0.0723404255319149,0.70354609929078
"270","1996-03-01",158,56,493,707,0.223479490806223,0.0792079207920792,0.697312588401697
"271","1996-03-08",153,56,510,719,0.212795549374131,0.0778859527121002,0.709318497913769
"272","1996-03-15",143,56,494,693,0.206349206349206,0.0808080808080808,0.712842712842713
"273","1996-03-22",157,54,514,725,0.216551724137931,0.0744827586206897,0.708965517241379
"274","1996-03-29",161,54,513,728,0.221153846153846,0.0741758241758242,0.70467032967033
"275","1996-04-04",168,55,502,725,0.231724137931034,0.0758620689655172,0.692413793103448
"276","1996-04-12",171,53,511,735,0.23265306122449,0.072108843537415,0.695238095238095
"277","1996-04-19",176,55,516,747,0.235609103078983,0.0736278447121821,0.690763052208835
"278","1996-04-26",179,56,522,757,0.236459709379128,0.0739762219286658,0.689564068692206
"279","1996-05-03",173,58,518,749,0.230974632843792,0.0774365821094793,0.691588785046729
"280","1996-05-10",178,59,535,772,0.230569948186529,0.0764248704663213,0.69300518134715
"281","1996-05-17",175,63,519,757,0.231175693527081,0.083223249669749,0.68560105680317
"282","1996-05-24",171,63,541,775,0.220645161290323,0.0812903225806452,0.698064516129032
"283","1996-05-31",173,63,529,765,0.226143790849673,0.0823529411764706,0.691503267973856
"284","1996-06-07",170,57,554,781,0.217669654289373,0.0729833546734955,0.709346991037132
"285","1996-06-14",159,57,557,773,0.205692108667529,0.073738680465718,0.720569210866753
"286","1996-06-21",150,53,562,765,0.196078431372549,0.069281045751634,0.734640522875817
"287","1996-06-28",150,50,577,777,0.193050193050193,0.0643500643500644,0.742599742599743
"288","1996-07-03",146,46,590,782,0.186700767263427,0.0588235294117647,0.754475703324808
"289","1996-07-12",146,46,596,788,0.185279187817259,0.0583756345177665,0.756345177664975
"290","1996-07-19",149,46,595,790,0.188607594936709,0.0582278481012658,0.753164556962025
"291","1996-07-26",155,53,566,774,0.200258397932817,0.0684754521963824,0.731266149870801
"292","1996-08-02",154,55,592,801,0.192259675405743,0.0686641697877653,0.739076154806492
"293","1996-08-09",153,53,603,809,0.189122373300371,0.065512978986403,0.745364647713226
"294","1996-08-16",167,57,581,805,0.207453416149068,0.0708074534161491,0.721739130434783
"295","1996-08-23",169,66,593,828,0.204106280193237,0.0797101449275362,0.716183574879227
"296","1996-08-30",173,66,573,812,0.213054187192118,0.0812807881773399,0.705665024630542
"297","1996-09-06",172,64,554,790,0.217721518987342,0.0810126582278481,0.70126582278481
"298","1996-09-13",175,64,569,808,0.216584158415842,0.0792079207920792,0.704207920792079
"299","1996-09-20",187,59,579,825,0.226666666666667,0.0715151515151515,0.701818181818182
"300","1996-09-27",179,60,583,822,0.217761557177616,0.072992700729927,0.709245742092457
"301","1996-10-04",180,61,578,819,0.21978021978022,0.0744810744810745,0.705738705738706
"302","1996-10-11",158,64,605,827,0.191051995163241,0.0773881499395405,0.731559854897219
"303","1996-10-18",187,67,591,845,0.221301775147929,0.0792899408284024,0.699408284023669
"304","1996-10-25",195,69,589,853,0.228604923798359,0.0808909730363423,0.690504103165299
"305","1996-11-01",197,68,574,839,0.234803337306317,0.0810488676996424,0.684147794994041
"306","1996-11-08",195,70,573,838,0.232696897374702,0.0835322195704057,0.683770883054893
"307","1996-11-15",198,69,582,849,0.23321554770318,0.0812720848056537,0.685512367491166
"308","1996-11-22",189,65,597,851,0.222091656874266,0.0763807285546416,0.701527614571093
"309","1996-11-27",189,64,608,861,0.219512195121951,0.0743321718931475,0.706155632984901
"310","1996-12-06",191,65,600,856,0.223130841121495,0.0759345794392523,0.700934579439252
"311","1996-12-13",183,63,595,841,0.217598097502973,0.0749108204518431,0.707491082045184
"312","1996-12-20",193,62,603,858,0.224941724941725,0.0722610722610723,0.702797202797203
"313","1996-12-27",189,64,598,851,0.222091656874266,0.0752056404230317,0.702702702702703
"314","1997-01-03",184,64,597,845,0.217751479289941,0.0757396449704142,0.706508875739645
"315","1997-01-10",173,60,592,825,0.20969696969697,0.0727272727272727,0.717575757575758
"316","1997-01-17",169,69,580,818,0.206601466992665,0.0843520782396088,0.709046454767726
"317","1997-01-24",171,62,582,815,0.209815950920245,0.0760736196319018,0.714110429447853
"318","1997-01-31",164,62,581,807,0.203221809169765,0.0768277571251549,0.719950433705081
"319","1997-02-07",165,68,600,833,0.198079231692677,0.0816326530612245,0.720288115246098
"320","1997-02-14",158,69,633,860,0.183720930232558,0.0802325581395349,0.736046511627907
"321","1997-02-21",166,67,630,863,0.192352259559676,0.0776361529548088,0.730011587485516
"322","1997-02-28",158,69,613,840,0.188095238095238,0.0821428571428571,0.729761904761905
"323","1997-03-07",196,70,616,882,0.222222222222222,0.0793650793650794,0.698412698412698
"324","1997-03-14",195,72,618,885,0.220338983050847,0.0813559322033898,0.698305084745763
"325","1997-03-21",191,73,641,905,0.211049723756906,0.0806629834254144,0.70828729281768
"326","1997-03-28",191,78,646,915,0.208743169398907,0.0852459016393443,0.706010928961749
"327","1997-04-04",197,74,647,918,0.214596949891068,0.0806100217864924,0.70479302832244
"328","1997-04-11",201,77,635,913,0.220153340635268,0.0843373493975904,0.695509309967141
"329","1997-04-18",197,75,613,885,0.222598870056497,0.0847457627118644,0.692655367231638
"330","1997-04-25",193,77,619,889,0.217097862767154,0.0866141732283465,0.696287964004499
"331","1997-05-02",185,74,622,881,0.209988649262202,0.0839954597048808,0.706015891032917
"332","1997-05-09",197,67,649,913,0.215772179627601,0.0733844468784228,0.710843373493976
"333","1997-05-16",199,64,654,917,0.21701199563795,0.0697928026172301,0.71319520174482
"334","1997-05-23",196,74,678,948,0.206751054852321,0.0780590717299578,0.715189873417722
"335","1997-05-30",197,76,688,961,0.204994797086368,0.0790842872008325,0.715920915712799
"336","1997-06-06",200,75,713,988,0.202429149797571,0.0759109311740891,0.72165991902834
"337","1997-06-13",208,76,698,982,0.211812627291242,0.0773930753564155,0.710794297352342
"338","1997-06-20",202,70,694,966,0.209109730848861,0.072463768115942,0.718426501035197
"339","1997-06-27",215,65,686,966,0.222567287784679,0.067287784679089,0.710144927536232
"340","1997-07-04",214,67,684,965,0.221761658031088,0.0694300518134715,0.70880829015544
"341","1997-07-11",213,71,680,964,0.220954356846473,0.0736514522821577,0.705394190871369
"342","1997-07-18",222,71,669,962,0.230769230769231,0.0738045738045738,0.695426195426195
"343","1997-07-25",223,66,695,984,0.226626016260163,0.0670731707317073,0.70630081300813
"344","1997-08-01",228,68,699,995,0.229145728643216,0.0683417085427136,0.70251256281407
"345","1997-08-08",233,73,681,987,0.236068895643364,0.0739614994934144,0.689969604863222
"346","1997-08-15",238,67,694,999,0.238238238238238,0.0670670670670671,0.694694694694695
"347","1997-08-22",243,60,702,1005,0.241791044776119,0.0597014925373134,0.698507462686567
"348","1997-08-29",234,67,679,980,0.238775510204082,0.0683673469387755,0.692857142857143
"349","1997-09-05",235,71,726,1032,0.227713178294574,0.0687984496124031,0.703488372093023
"350","1997-09-12",236,71,705,1012,0.233201581027668,0.0701581027667984,0.696640316205534
"351","1997-09-19",223,71,699,993,0.224572004028197,0.0715005035246727,0.70392749244713
"352","1997-09-26",219,76,703,998,0.219438877755511,0.0761523046092184,0.704408817635271
"353","1997-10-03",222,82,697,1001,0.221778221778222,0.0819180819180819,0.696303696303696
"354","1997-10-10",217,73,684,974,0.222792607802875,0.0749486652977413,0.702258726899384
"355","1997-10-17",208,70,709,987,0.210739614994934,0.0709219858156028,0.718338399189463
"356","1997-10-24",222,71,710,1003,0.221335992023928,0.0707876370887338,0.707876370887338
"357","1997-10-31",227,70,720,1017,0.223205506391347,0.0688298918387414,0.707964601769912
"358","1997-11-07",227,59,699,985,0.230456852791878,0.0598984771573604,0.709644670050761
"359","1997-11-14",225,59,710,994,0.22635814889336,0.0593561368209256,0.714285714285714
"360","1997-11-21",219,56,672,947,0.231256599788807,0.0591341077085533,0.70960929250264
"361","1997-11-28",227,61,717,1005,0.225870646766169,0.0606965174129353,0.713432835820895
"362","1997-12-05",221,63,730,1014,0.217948717948718,0.0621301775147929,0.719921104536489
"363","1997-12-12",223,66,723,1012,0.220355731225296,0.0652173913043478,0.714426877470356
"364","1997-12-19",235,65,719,1019,0.230618253189401,0.0637880274779195,0.705593719332679
"365","1997-12-26",237,65,705,1007,0.235352532274081,0.0645481628599801,0.700099304865938
"366","1998-01-02",235,58,710,1003,0.234297108673978,0.0578265204386839,0.707876370887338
"367","1998-01-09",234,59,697,990,0.236363636363636,0.0595959595959596,0.704040404040404
"368","1998-01-16",228,60,701,989,0.230535894843276,0.0606673407482305,0.708796764408493
"369","1998-01-23",241,64,691,996,0.241967871485944,0.0642570281124498,0.693775100401606
"370","1998-01-30",244,68,675,987,0.247213779128673,0.0688956433637285,0.683890577507599
"371","1998-02-06",244,68,662,974,0.250513347022587,0.0698151950718686,0.679671457905544
"372","1998-02-13",251,68,653,972,0.258230452674897,0.0699588477366255,0.671810699588477
"373","1998-02-20",256,63,670,989,0.258847320525784,0.0637007077856421,0.677451971688574
"374","1998-02-27",251,57,652,960,0.261458333333333,0.059375,0.679166666666667
"375","1998-03-06",250,53,654,957,0.26123301985371,0.0553814002089864,0.683385579937304
"376","1998-03-13",252,58,632,942,0.267515923566879,0.0615711252653928,0.670912951167728
"377","1998-03-20",248,56,633,937,0.264674493062967,0.0597652081109925,0.675560298826041
"378","1998-03-27",243,58,589,890,0.273033707865169,0.0651685393258427,0.661797752808989
"379","1998-04-03",243,57,575,875,0.277714285714286,0.0651428571428571,0.657142857142857
"380","1998-04-10",239,59,591,889,0.268841394825647,0.0663667041619797,0.664791901012374
"381","1998-04-17",233,59,606,898,0.259465478841871,0.0657015590200445,0.674832962138085
"382","1998-04-24",224,53,603,880,0.254545454545455,0.0602272727272727,0.685227272727273
"383","1998-05-01",218,53,605,876,0.248858447488584,0.0605022831050228,0.690639269406393
"384","1998-05-08",224,54,567,845,0.26508875739645,0.063905325443787,0.671005917159763
"385","1998-05-15",232,52,592,876,0.264840182648402,0.0593607305936073,0.675799086757991
"386","1998-05-22",229,44,582,855,0.267836257309942,0.0514619883040936,0.680701754385965
"387","1998-05-29",218,42,562,822,0.265206812652068,0.0510948905109489,0.683698296836983
"388","1998-06-05",229,47,586,862,0.265661252900232,0.0545243619489559,0.679814385150812
"389","1998-06-12",230,41,597,868,0.264976958525346,0.0472350230414747,0.68778801843318
"390","1998-06-19",225,39,599,863,0.26071842410197,0.0451911935110081,0.694090382387022
"391","1998-06-26",205,38,580,823,0.249088699878493,0.0461725394896719,0.704738760631835
"392","1998-07-03",206,37,569,812,0.253694581280788,0.0455665024630542,0.700738916256158
"393","1998-07-10",204,38,577,819,0.249084249084249,0.0463980463980464,0.704517704517704
"394","1998-07-17",200,35,575,810,0.246913580246914,0.0432098765432099,0.709876543209877
"395","1998-07-24",213,41,562,816,0.261029411764706,0.0502450980392157,0.688725490196079
"396","1998-07-31",205,41,576,822,0.249391727493917,0.0498783454987835,0.700729927007299
"397","1998-08-07",201,34,574,809,0.248454882571075,0.0420271940667491,0.709517923362176
"398","1998-08-14",193,39,567,799,0.241551939924906,0.048811013767209,0.709637046307885
"399","1998-08-21",189,37,545,771,0.245136186770428,0.0479896238651102,0.706874189364462
"400","1998-08-28",203,35,552,790,0.256962025316456,0.0443037974683544,0.69873417721519
"401","1998-09-04",200,32,538,770,0.25974025974026,0.0415584415584416,0.698701298701299
"402","1998-09-11",200,29,552,781,0.256081946222791,0.0371318822023047,0.706786171574904
"403","1998-09-18",198,30,545,773,0.25614489003881,0.0388098318240621,0.705045278137128
"404","1998-09-25",196,30,544,770,0.254545454545455,0.038961038961039,0.706493506493507
"405","1998-10-02",190,31,533,754,0.251989389920424,0.0411140583554377,0.706896551724138
"406","1998-10-09",186,30,534,750,0.248,0.04,0.712
"407","1998-10-16",186,34,520,740,0.251351351351351,0.0459459459459459,0.702702702702703
"408","1998-10-23",183,40,493,716,0.255586592178771,0.0558659217877095,0.68854748603352
"409","1998-10-30",174,38,496,708,0.245762711864407,0.0536723163841808,0.700564971751412
"410","1998-11-06",172,42,482,696,0.247126436781609,0.0603448275862069,0.692528735632184
"411","1998-11-13",168,42,474,684,0.245614035087719,0.0614035087719298,0.692982456140351
"412","1998-11-20",164,43,479,686,0.239067055393586,0.0626822157434402,0.698250728862974
"413","1998-11-27",163,44,479,686,0.237609329446064,0.0641399416909621,0.698250728862974
"414","1998-12-04",160,41,468,669,0.239162929745889,0.0612855007473842,0.699551569506726
"415","1998-12-11",163,37,467,667,0.244377811094453,0.055472263868066,0.700149925037481
"416","1998-12-18",157,38,447,642,0.244548286604361,0.059190031152648,0.696261682242991
"417","1998-12-23",155,41,438,634,0.244479495268139,0.0646687697160883,0.690851735015773
"418","1998-12-30",161,41,419,621,0.259259259259259,0.0660225442834139,0.674718196457327
"419","1999-01-08",156,42,402,600,0.26,0.07,0.67
"420","1999-01-15",157,40,400,597,0.262981574539363,0.067001675041876,0.67001675041876
"421","1999-01-22",154,36,398,588,0.261904761904762,0.0612244897959184,0.67687074829932
"422","1999-01-29",155,32,375,562,0.275800711743772,0.0569395017793594,0.667259786476868
"423","1999-02-05",146,36,376,558,0.261648745519713,0.0645161290322581,0.673835125448029
"424","1999-02-12",144,35,365,544,0.264705882352941,0.0643382352941176,0.670955882352941
"425","1999-02-19",149,38,344,531,0.28060263653484,0.0715630885122411,0.647834274952919
"426","1999-02-26",150,35,348,533,0.281425891181989,0.0656660412757974,0.652908067542214
"427","1999-03-05",159,33,349,541,0.293900184842884,0.0609981515711645,0.645101663585952
"428","1999-03-12",159,32,343,534,0.297752808988764,0.0599250936329588,0.642322097378277
"429","1999-03-19",156,33,337,526,0.296577946768061,0.0627376425855513,0.640684410646388
"430","1999-03-26",151,31,320,502,0.300796812749004,0.0617529880478088,0.637450199203187
"431","1999-04-02",149,29,325,503,0.296222664015905,0.0576540755467197,0.646123260437376
"432","1999-04-09",143,30,325,498,0.28714859437751,0.0602409638554217,0.652610441767068
"433","1999-04-16",150,29,320,499,0.30060120240481,0.0581162324649299,0.64128256513026
"434","1999-04-23",155,32,301,488,0.317622950819672,0.0655737704918033,0.616803278688525
"435","1999-04-30",155,32,307,494,0.313765182186235,0.0647773279352227,0.621457489878543
"436","1999-05-07",154,35,316,505,0.304950495049505,0.0693069306930693,0.625742574257426
"437","1999-05-14",150,33,324,507,0.29585798816568,0.0650887573964497,0.63905325443787
"438","1999-05-21",155,31,332,518,0.299227799227799,0.0598455598455599,0.640926640926641
"439","1999-05-28",157,30,347,534,0.294007490636704,0.0561797752808989,0.649812734082397
"440","1999-06-04",159,30,366,555,0.286486486486487,0.0540540540540541,0.659459459459459
"441","1999-06-11",155,31,361,547,0.283363802559415,0.056672760511883,0.659963436928702
"442","1999-06-18",163,32,371,566,0.287985865724382,0.0565371024734982,0.65547703180212
"443","1999-06-25",159,38,366,563,0.282415630550622,0.0674955595026643,0.650088809946714
"444","1999-07-02",158,42,380,580,0.272413793103448,0.0724137931034483,0.655172413793103
"445","1999-07-09",155,43,372,570,0.271929824561404,0.0754385964912281,0.652631578947368
"446","1999-07-16",156,40,387,583,0.267581475128645,0.0686106346483705,0.663807890222985
"447","1999-07-23",151,41,413,605,0.249586776859504,0.0677685950413223,0.682644628099174
"448","1999-07-30",144,43,415,602,0.239202657807309,0.0714285714285714,0.68936877076412
"449","1999-08-06",144,43,429,616,0.233766233766234,0.0698051948051948,0.696428571428571
"450","1999-08-13",145,36,446,627,0.231259968102073,0.0574162679425837,0.711323763955343
"451","1999-08-20",152,36,457,645,0.235658914728682,0.0558139534883721,0.708527131782946
"452","1999-08-27",145,45,478,668,0.217065868263473,0.0673652694610778,0.715568862275449
"453","1999-09-03",150,44,477,671,0.22354694485842,0.0655737704918033,0.710879284649776
"454","1999-09-10",161,39,490,690,0.233333333333333,0.0565217391304348,0.710144927536232
"455","1999-09-17",154,42,507,703,0.219061166429588,0.0597439544807966,0.721194879089616
"456","1999-09-24",164,48,508,720,0.227777777777778,0.0666666666666667,0.705555555555556
"457","1999-10-01",168,45,517,730,0.23013698630137,0.0616438356164384,0.708219178082192
"458","1999-10-08",166,42,533,741,0.224021592442645,0.0566801619433198,0.719298245614035
"459","1999-10-15",168,42,511,721,0.233009708737864,0.058252427184466,0.70873786407767
"460","1999-10-22",172,44,534,750,0.229333333333333,0.0586666666666667,0.712
