"","Date","DirRigCount","HorzRigCount","VertRigCount","TotalRigCount","PerDirRig","PercHorzRig","PercVertRig"
"461","1999-10-29",171,45,545,761,0.224704336399474,0.0591327201051248,0.716162943495401
"462","1999-11-05",175,48,540,763,0.229357798165138,0.0629095674967235,0.707732634338139
"463","1999-11-12",178,49,547,774,0.229974160206718,0.0633074935400517,0.70671834625323
"464","1999-11-19",180,46,571,797,0.225846925972397,0.0577164366373902,0.716436637390213
"465","1999-11-26",185,51,559,795,0.232704402515723,0.0641509433962264,0.70314465408805
"466","1999-12-03",180,51,565,796,0.226130653266332,0.064070351758794,0.709798994974874
"467","1999-12-10",178,51,584,813,0.218942189421894,0.0627306273062731,0.718327183271833
"468","1999-12-17",182,51,582,815,0.223312883435583,0.0625766871165644,0.714110429447853
"469","1999-12-22",171,50,576,797,0.214554579673777,0.0627352572145546,0.722710163111669
"470","1999-12-30",172,48,551,771,0.223086900129702,0.0622568093385214,0.714656290531777
"471","2000-01-07",165,51,570,786,0.209923664122137,0.0648854961832061,0.725190839694656
"472","2000-01-14",169,52,560,781,0.216389244558259,0.0665813060179257,0.717029449423816
"473","2000-01-21",177,51,549,777,0.227799227799228,0.0656370656370656,0.706563706563707
"474","2000-01-28",176,56,523,755,0.233112582781457,0.0741721854304636,0.692715231788079
"475","2000-02-04",184,57,516,757,0.243064729194188,0.0752972258916777,0.681638044914135
"476","2000-02-11",178,58,526,762,0.233595800524934,0.0761154855643045,0.690288713910761
"477","2000-02-18",184,59,530,773,0.238033635187581,0.0763260025873221,0.685640362225097
"478","2000-02-25",191,54,515,760,0.251315789473684,0.0710526315789474,0.677631578947368
"479","2000-03-03",195,51,544,790,0.246835443037975,0.0645569620253165,0.688607594936709
"480","2000-03-10",189,46,533,768,0.24609375,0.0598958333333333,0.694010416666667
"481","2000-03-17",183,43,538,764,0.239528795811518,0.056282722513089,0.704188481675393
"482","2000-03-24",191,41,536,768,0.248697916666667,0.0533854166666667,0.697916666666667
"483","2000-03-31",196,45,534,775,0.252903225806452,0.0580645161290323,0.689032258064516
"484","2000-04-07",200,47,550,797,0.250941028858218,0.0589711417816813,0.6900878293601
"485","2000-04-14",199,48,562,809,0.245982694684796,0.0593325092707046,0.694684796044499
"486","2000-04-20",197,47,573,817,0.241126070991432,0.0575275397796818,0.701346389228886
"487","2000-04-28",197,47,554,798,0.2468671679198,0.0588972431077694,0.694235588972431
"488","2000-05-05",205,48,580,833,0.24609843937575,0.0576230492196879,0.696278511404562
"489","2000-05-12",209,46,575,830,0.251807228915663,0.055421686746988,0.692771084337349
"490","2000-05-19",210,47,592,849,0.247349823321555,0.055359246171967,0.697290930506478
"491","2000-05-26",210,44,610,864,0.243055555555556,0.0509259259259259,0.706018518518518
"492","2000-06-02",212,48,606,866,0.244803695150115,0.0554272517321016,0.699769053117783
"493","2000-06-09",202,44,594,840,0.24047619047619,0.0523809523809524,0.707142857142857
"494","2000-06-16",210,50,611,871,0.241102181400689,0.0574052812858783,0.701492537313433
"495","2000-06-23",223,55,615,893,0.249720044792833,0.0615901455767077,0.688689809630459
"496","2000-06-30",229,61,630,920,0.248913043478261,0.066304347826087,0.684782608695652
"497","2000-07-07",229,60,624,913,0.250821467688938,0.0657174151150055,0.683461117196057
"498","2000-07-14",236,62,630,928,0.254310344827586,0.0668103448275862,0.678879310344828
"499","2000-07-15",236,62,630,928,0.254310344827586,0.0668103448275862,0.678879310344828
"500","2000-07-28",245,56,674,975,0.251282051282051,0.0574358974358974,0.691282051282051
"501","2000-08-04",243,57,681,981,0.247706422018349,0.0581039755351682,0.694189602446483
"502","2000-08-11",241,55,680,976,0.246926229508197,0.0563524590163934,0.69672131147541
"503","2000-08-18",245,57,692,994,0.246478873239437,0.0573440643863179,0.696177062374245
"504","2000-08-25",237,59,700,996,0.237951807228916,0.0592369477911647,0.70281124497992
"505","2000-09-01",227,62,730,1019,0.222767419038273,0.0608439646712463,0.716388616290481
"506","2000-09-08",217,59,736,1012,0.214426877470356,0.058300395256917,0.727272727272727
"507","2000-09-15",214,64,734,1012,0.211462450592885,0.0632411067193676,0.725296442687747
"508","2000-09-22",202,63,733,998,0.202404809619238,0.06312625250501,0.734468937875752
"509","2000-09-29",216,64,735,1015,0.212807881773399,0.0630541871921182,0.724137931034483
"510","2000-10-06",228,62,745,1035,0.220289855072464,0.0599033816425121,0.719806763285024
"511","2000-10-13",225,59,761,1045,0.215311004784689,0.0564593301435407,0.72822966507177
"512","2000-10-20",237,63,754,1054,0.224857685009488,0.0597722960151803,0.715370018975332
"513","2000-10-27",244,63,777,1084,0.225092250922509,0.0581180811808118,0.716789667896679
"514","2000-11-03",250,68,760,1078,0.23191094619666,0.0630797773654917,0.705009276437848
"515","2000-11-10",252,65,750,1067,0.236176194939082,0.0609184629803187,0.7029053420806
"516","2000-11-17",254,62,741,1057,0.240302743614002,0.0586565752128666,0.701040681173132
"517","2000-11-22",247,63,754,1064,0.232142857142857,0.0592105263157895,0.708646616541353
"518","2000-12-01",252,65,773,1090,0.231192660550459,0.0596330275229358,0.709174311926606
"519","2000-12-08",253,65,770,1088,0.232536764705882,0.0597426470588235,0.707720588235294
"520","2000-12-15",257,61,789,1107,0.232158988256549,0.0551038843721771,0.712737127371274
"521","2000-12-21",256,55,776,1087,0.235510579576817,0.0505979760809568,0.713891444342226
"522","2000-12-29",260,57,797,1114,0.233393177737881,0.0511669658886894,0.715439856373429
"523","2001-01-05",262,60,785,1107,0.236675700090334,0.0542005420054201,0.709123757904246
"524","2001-01-12",269,61,791,1121,0.239964317573595,0.0544157002676182,0.705619982158787
"525","2001-01-19",265,57,806,1128,0.234929078014184,0.050531914893617,0.714539007092199
"526","2001-01-26",251,68,797,1116,0.224910394265233,0.0609318996415771,0.71415770609319
"527","2001-02-02",256,69,813,1138,0.224956063268893,0.0606326889279438,0.714411247803163
"528","2001-02-09",263,72,802,1137,0.231310466138962,0.0633245382585752,0.705364995602463
"529","2001-02-16",268,67,812,1147,0.233653007846556,0.0584132519616391,0.707933740191805
"530","2001-02-23",263,66,792,1121,0.234611953612846,0.0588760035682426,0.706512042818912
"531","2001-03-02",260,68,823,1151,0.225890529973936,0.0590790616854909,0.715030408340573
"532","2001-03-09",271,74,813,1158,0.234024179620035,0.0639032815198618,0.702072538860104
"533","2001-03-16",276,71,804,1151,0.239791485664639,0.0616854908774978,0.698523023457863
"534","2001-03-23",271,76,816,1163,0.233018056749785,0.0653482373172829,0.701633705932932
"535","2001-03-30",291,80,822,1193,0.243922883487008,0.0670578373847443,0.689019279128248
"536","2001-04-06",297,78,825,1200,0.2475,0.065,0.6875
"537","2001-04-12",282,81,835,1198,0.235392320534224,0.0676126878130217,0.696994991652755
"538","2001-04-20",283,72,858,1213,0.233305853256389,0.0593569661995054,0.707337180544106
"539","2001-04-27",289,71,852,1212,0.238448844884488,0.0585808580858086,0.702970297029703
"540","2001-05-04",301,79,837,1217,0.247329498767461,0.0649137222678718,0.687756778964667
"541","2001-05-11",311,85,836,1232,0.252435064935065,0.0689935064935065,0.678571428571429
"542","2001-05-18",308,83,834,1225,0.251428571428571,0.0677551020408163,0.680816326530612
"543","2001-05-25",316,81,865,1262,0.250396196513471,0.0641838351822504,0.685419968304279
"544","2001-06-01",314,84,872,1270,0.247244094488189,0.0661417322834646,0.686614173228346
"545","2001-06-08",319,82,863,1264,0.252373417721519,0.064873417721519,0.682753164556962
"546","2001-06-15",311,83,872,1266,0.24565560821485,0.0655608214849921,0.688783570300158
"547","2001-06-22",306,84,887,1277,0.239624119028974,0.0657791699295223,0.694596711041504
"548","2001-06-29",307,79,889,1275,0.24078431372549,0.0619607843137255,0.697254901960784
"549","2001-07-06",303,78,894,1275,0.237647058823529,0.0611764705882353,0.701176470588235
"550","2001-07-13",307,82,904,1293,0.237432327919567,0.0634184068058778,0.699149265274555
"551","2001-07-20",303,84,891,1278,0.237089201877934,0.0657276995305164,0.697183098591549
"552","2001-07-27",303,84,879,1266,0.239336492890995,0.0663507109004739,0.694312796208531
"553","2001-08-03",310,82,874,1266,0.244865718799368,0.0647709320695103,0.690363349131122
"554","2001-08-10",302,81,865,1248,0.24198717948718,0.0649038461538462,0.693108974358974
"555","2001-08-17",297,82,863,1242,0.239130434782609,0.0660225442834139,0.694847020933978
"556","2001-08-24",297,87,867,1251,0.237410071942446,0.0695443645083933,0.693045563549161
"557","2001-08-31",289,84,879,1252,0.230830670926518,0.0670926517571885,0.702076677316294
"558","2001-09-07",295,87,834,1216,0.242598684210526,0.071546052631579,0.685855263157895
"559","2001-09-14",290,87,825,1202,0.24126455906822,0.0723793677204659,0.686356073211315
"560","2001-09-21",288,86,812,1186,0.24283305227656,0.0725126475548061,0.684654300168634
"561","2001-09-28",289,82,797,1168,0.247431506849315,0.0702054794520548,0.68236301369863
"562","2001-10-05",279,83,779,1141,0.244522348816827,0.0727432077125329,0.68273444347064
"563","2001-10-12",285,77,779,1141,0.249780893952673,0.0674846625766871,0.68273444347064
"564","2001-10-19",275,74,751,1100,0.25,0.0672727272727273,0.682727272727273
"565","2001-10-26",270,73,720,1063,0.253998118532455,0.0686735653809972,0.677328316086548
"566","2001-11-02",266,78,714,1058,0.251417769376181,0.0737240075614367,0.674858223062382
"567","2001-11-09",252,76,682,1010,0.249504950495049,0.0752475247524753,0.675247524752475
"568","2001-11-16",249,76,668,993,0.250755287009063,0.0765357502517623,0.672708962739174
"569","2001-11-21",253,73,660,986,0.256592292089249,0.0740365111561866,0.669371196754564
"570","2001-11-30",252,72,628,952,0.264705882352941,0.0756302521008403,0.659663865546218
"571","2001-12-07",250,74,604,928,0.269396551724138,0.0797413793103448,0.650862068965517
"572","2001-12-14",240,72,595,907,0.264608599779493,0.0793825799338479,0.656008820286659
"573","2001-12-21",225,70,587,882,0.255102040816327,0.0793650793650794,0.665532879818594
"574","2001-12-28",232,72,583,887,0.261555806087937,0.0811724915445321,0.657271702367531
"575","2002-01-04",229,69,585,883,0.259343148357871,0.0781426953567384,0.662514156285391
"576","2002-01-11",218,66,572,856,0.254672897196262,0.0771028037383178,0.668224299065421
"577","2002-01-18",232,65,572,869,0.266973532796318,0.0747986191024166,0.658227848101266
"578","2002-01-25",232,61,566,859,0.270081490104773,0.0710128055878929,0.658905704307334
"579","2002-02-01",226,61,566,853,0.264947245017585,0.0715123094958968,0.663540445486518
"580","2002-02-08",235,57,546,838,0.280429594272076,0.0680190930787589,0.651551312649165
"581","2002-02-15",243,54,518,815,0.298159509202454,0.0662576687116564,0.63558282208589
"582","2002-02-22",224,55,513,792,0.282828282828283,0.0694444444444444,0.647727272727273
"583","2002-03-01",226,54,502,782,0.289002557544757,0.0690537084398977,0.641943734015345
"584","2002-03-08",227,53,489,769,0.29518855656697,0.0689206762028609,0.635890767230169
"585","2002-03-15",220,52,481,753,0.292164674634794,0.0690571049136786,0.638778220451527
"586","2002-03-22",219,55,476,750,0.292,0.0733333333333333,0.634666666666667
"587","2002-03-28",224,58,479,761,0.294349540078844,0.076215505913272,0.629434954007884
"588","2002-04-05",224,56,458,738,0.303523035230352,0.0758807588075881,0.62059620596206
"589","2002-04-12",212,59,476,747,0.28380187416332,0.0789825970548862,0.637215528781794
"590","2002-04-19",204,56,489,749,0.272363150867824,0.0747663551401869,0.652870493991989
"591","2002-04-26",210,58,498,766,0.274151436031332,0.0757180156657963,0.650130548302872
"592","2002-05-03",210,59,507,776,0.270618556701031,0.0760309278350516,0.653350515463918
"593","2002-05-10",209,65,538,812,0.257389162561576,0.0800492610837438,0.66256157635468
"594","2002-05-17",217,64,548,829,0.261761158021713,0.0772014475271411,0.661037394451146
"595","2002-05-24",231,64,564,859,0.268917345750873,0.0745052386495926,0.656577415599534
"596","2002-05-31",228,65,561,854,0.266978922716628,0.0761124121779859,0.656908665105386
"597","2002-06-07",235,69,543,847,0.277449822904368,0.0814639905548997,0.641086186540732
"598","2002-06-14",235,66,543,844,0.278436018957346,0.0781990521327014,0.643364928909953
"599","2002-06-21",235,69,534,838,0.280429594272076,0.0823389021479714,0.637231503579952
"600","2002-06-28",243,68,529,840,0.289285714285714,0.0809523809523809,0.629761904761905
"601","2002-07-03",252,64,546,862,0.292343387470998,0.074245939675174,0.633410672853828
"602","2002-07-12",248,57,543,848,0.292452830188679,0.0672169811320755,0.640330188679245
"603","2002-07-19",246,59,554,859,0.286379511059371,0.0686845168800931,0.644935972060536
"604","2002-07-26",233,60,540,833,0.279711884753902,0.0720288115246098,0.648259303721489
"605","2002-08-02",237,60,551,848,0.279481132075472,0.0707547169811321,0.649764150943396
"606","2002-08-09",232,55,567,854,0.271662763466042,0.0644028103044497,0.663934426229508
"607","2002-08-16",229,57,567,853,0.268464243845252,0.0668229777256741,0.664712778429074
"608","2002-08-23",227,54,557,838,0.270883054892601,0.0644391408114559,0.664677804295943
"609","2002-08-30",227,58,562,847,0.268004722550177,0.0684769775678867,0.663518299881936
"610","2002-09-06",231,58,562,851,0.27144535840188,0.0681551116333725,0.660399529964747
"611","2002-09-13",241,58,564,863,0.279258400926999,0.06720741599073,0.653534183082271
"612","2002-09-20",235,58,559,852,0.275821596244131,0.068075117370892,0.656103286384977
"613","2002-09-27",232,64,579,875,0.265142857142857,0.0731428571428571,0.661714285714286
"614","2002-10-04",226,66,565,857,0.263710618436406,0.0770128354725788,0.659276546091015
"615","2002-10-11",222,65,562,849,0.261484098939929,0.0765606595995289,0.661955241460542
"616","2002-10-18",226,67,550,843,0.268090154211151,0.0794780545670225,0.652431791221827
"617","2002-10-25",220,66,570,856,0.257009345794392,0.0771028037383178,0.66588785046729
"618","2002-11-01",219,63,572,854,0.256440281030445,0.0737704918032787,0.669789227166276
"619","2002-11-08",209,62,555,826,0.253026634382567,0.0750605326876513,0.671912832929782
"620","2002-11-15",217,61,552,830,0.26144578313253,0.0734939759036145,0.665060240963855
"621","2002-11-22",215,59,552,826,0.260290556900726,0.0714285714285714,0.668280871670702
"622","2002-11-27",218,56,561,835,0.261077844311377,0.067065868263473,0.67185628742515
"623","2002-12-06",223,55,574,852,0.261737089201878,0.0645539906103286,0.673708920187793
"624","2002-12-13",212,55,583,850,0.249411764705882,0.0647058823529412,0.685882352941176
"625","2002-12-20",221,59,580,860,0.256976744186047,0.0686046511627907,0.674418604651163
"626","2002-12-27",225,58,579,862,0.261020881670534,0.0672853828306265,0.67169373549884
"627","2003-01-03",224,57,556,837,0.267622461170848,0.0681003584229391,0.664277180406213
"628","2003-01-10",221,59,571,851,0.259694477085781,0.0693301997649824,0.670975323149236
"629","2003-01-17",230,54,561,845,0.272189349112426,0.063905325443787,0.663905325443787
"630","2003-01-24",234,54,574,862,0.271461716937355,0.0626450116009281,0.665893271461717
"631","2003-01-31",236,58,579,873,0.270332187857961,0.0664375715922108,0.663230240549828
"632","2003-02-07",237,56,591,884,0.268099547511312,0.0633484162895928,0.668552036199095
"633","2003-02-14",235,54,616,905,0.259668508287293,0.0596685082872928,0.680662983425414
"634","2003-02-21",242,54,632,928,0.260775862068966,0.0581896551724138,0.681034482758621
"635","2003-02-28",238,58,616,912,0.260964912280702,0.0635964912280702,0.675438596491228
"636","2003-03-07",236,61,632,929,0.254036598493003,0.0656620021528525,0.680301399354144
"637","2003-03-14",240,60,627,927,0.258899676375405,0.0647249190938511,0.676375404530744
"638","2003-03-21",243,62,641,946,0.256871035940803,0.06553911205074,0.677589852008457
"639","2003-03-28",242,64,656,962,0.251559251559252,0.0665280665280665,0.681912681912682
"640","2003-04-04",238,66,668,972,0.244855967078189,0.0679012345679012,0.687242798353909
"641","2003-04-11",233,65,681,979,0.237997957099081,0.0663942798774259,0.695607763023493
"642","2003-04-17",246,65,683,994,0.24748490945674,0.0653923541247485,0.687122736418511
"643","2003-04-25",251,67,668,986,0.254563894523327,0.0679513184584178,0.677484787018256
"644","2003-05-02",264,65,672,1001,0.263736263736264,0.0649350649350649,0.671328671328671
"645","2003-05-09",268,66,687,1021,0.262487757100881,0.0646425073457395,0.672869735553379
"646","2003-05-16",269,75,696,1040,0.258653846153846,0.0721153846153846,0.669230769230769
"647","2003-05-23",271,70,709,1050,0.258095238095238,0.0666666666666667,0.675238095238095
"648","2003-05-30",281,73,705,1059,0.265344664778093,0.068932955618508,0.665722379603399
"649","2003-06-06",269,83,702,1054,0.255218216318786,0.0787476280834915,0.666034155597723
"650","2003-06-13",272,92,707,1071,0.253968253968254,0.0859010270774977,0.660130718954248
"651","2003-06-20",270,87,710,1067,0.253045923149016,0.0815370196813496,0.665417057169635
"652","2003-06-27",270,85,719,1074,0.251396648044693,0.0791433891992551,0.669459962756052
"653","2003-07-03",276,89,712,1077,0.256267409470752,0.0826369545032498,0.661095636025998
"654","2003-07-11",267,96,702,1065,0.250704225352113,0.0901408450704225,0.659154929577465
"655","2003-07-18",272,93,724,1089,0.249770431588613,0.0853994490358127,0.664830119375574
"656","2003-07-25",277,96,718,1091,0.253895508707608,0.0879926672777269,0.658111824014666
"657","2003-08-01",288,95,714,1097,0.26253418413856,0.0865998176845943,0.650865998176846
"658","2003-08-08",289,96,689,1074,0.269087523277467,0.0893854748603352,0.641527001862197
"659","2003-08-15",287,102,707,1096,0.261861313868613,0.0930656934306569,0.64507299270073
"660","2003-08-22",281,105,696,1082,0.259704251386322,0.0970425138632163,0.643253234750462
"661","2003-08-29",282,102,718,1102,0.255898366606171,0.0925589836660617,0.651542649727768
"662","2003-09-05",274,92,725,1091,0.251145737855179,0.0843263061411549,0.664527956003666
"663","2003-09-12",284,92,719,1095,0.259360730593607,0.0840182648401826,0.65662100456621
"664","2003-09-19",285,91,716,1092,0.260989010989011,0.0833333333333333,0.655677655677656
"665","2003-09-20",285,91,716,1092,0.260989010989011,0.0833333333333333,0.655677655677656
"666","2003-09-27",284,90,721,1095,0.259360730593607,0.0821917808219178,0.658447488584475
"667","2003-10-10",273,89,747,1109,0.246167718665464,0.0802524797114518,0.673579801623084
"668","2003-10-17",268,94,753,1115,0.240358744394619,0.084304932735426,0.675336322869955
"669","2003-10-24",253,93,744,1090,0.232110091743119,0.0853211009174312,0.68256880733945
"670","2003-10-31",258,97,752,1107,0.233062330623306,0.0876242095754291,0.679313459801265
"671","2003-11-07",272,100,742,1114,0.244165170556553,0.0897666068222621,0.666068222621185
"672","2003-11-14",280,99,732,1111,0.252025202520252,0.0891089108910891,0.658865886588659
"673","2003-11-21",269,98,740,1107,0.242999096657633,0.0885275519421861,0.668473351400181
"674","2003-11-26",271,94,748,1113,0.243486073674753,0.0844564240790656,0.672057502246182
"675","2003-12-05",273,96,742,1111,0.245724572457246,0.0864086408640864,0.667866786678668
"676","2003-12-12",274,98,737,1109,0.247069431920649,0.0883678990081154,0.664562669071235
"677","2003-12-19",269,99,744,1112,0.241906474820144,0.0890287769784173,0.669064748201439
"678","2003-12-23",265,98,751,1114,0.237881508078995,0.0879712746858169,0.674147217235188
"679","2003-12-31",283,98,745,1126,0.251332149200711,0.0870337477797513,0.661634103019538
"680","2004-01-09",277,92,737,1106,0.250452079566004,0.0831826401446655,0.666365280289331
"681","2004-01-16",288,89,750,1127,0.255545696539485,0.0789707187222715,0.665483584738243
"682","2004-01-23",267,96,724,1087,0.245630174793008,0.0883164673413064,0.666053357865685
"683","2004-01-30",268,94,722,1084,0.247232472324723,0.0867158671586716,0.666051660516605
"684","2004-02-06",292,95,730,1117,0.261414503133393,0.0850492390331244,0.653536257833483
"685","2004-02-13",285,98,728,1111,0.256525652565257,0.0882088208820882,0.655265526552655
"686","2004-02-20",289,95,730,1114,0.259425493716337,0.085278276481149,0.655296229802513
"687","2004-02-27",293,101,740,1134,0.258377425044092,0.0890652557319224,0.652557319223986
"688","2004-03-05",302,91,736,1129,0.267493356953056,0.0806023029229407,0.651904340124004
"689","2004-03-12",298,98,738,1134,0.262786596119929,0.0864197530864197,0.650793650793651
"690","2004-03-19",295,94,739,1128,0.261524822695035,0.0833333333333333,0.655141843971631
"691","2004-03-26",289,103,758,1150,0.251304347826087,0.0895652173913044,0.659130434782609
"692","2004-04-02",303,96,761,1160,0.261206896551724,0.0827586206896552,0.656034482758621
"693","2004-04-08",285,103,750,1138,0.250439367311072,0.0905096660808436,0.659050966608084
"694","2004-04-16",289,106,755,1150,0.251304347826087,0.0921739130434783,0.656521739130435
"695","2004-04-23",283,108,755,1146,0.24694589877836,0.0942408376963351,0.658813263525305
"696","2004-04-30",284,110,767,1161,0.244616709732989,0.0947459086993971,0.660637381567614
"697","2004-05-07",284,111,758,1153,0.246313963573287,0.0962705984388552,0.657415437987858
"698","2004-05-14",282,115,765,1162,0.242685025817556,0.0989672977624785,0.658347676419966
"699","2004-05-21",287,124,761,1172,0.244880546075085,0.10580204778157,0.649317406143345
"700","2004-05-28",284,125,760,1169,0.242942686056459,0.106928999144568,0.650128314798973
"701","2004-06-04",305,124,739,1168,0.261130136986301,0.106164383561644,0.632705479452055
"702","2004-06-11",312,131,744,1187,0.26284751474305,0.110362257792755,0.626790227464195
"703","2004-06-18",316,133,722,1171,0.269854824935952,0.113578138343296,0.616567036720752
"704","2004-06-25",321,133,722,1176,0.272959183673469,0.113095238095238,0.613945578231293
"705","2004-07-02",326,133,742,1201,0.271440466278102,0.110741049125729,0.61781848459617
"706","2004-07-09",330,137,740,1207,0.273405136702568,0.113504556752278,0.613090306545153
"707","2004-07-16",341,135,735,1211,0.281585466556565,0.111478117258464,0.606936416184971
"708","2004-07-23",333,126,757,1216,0.273848684210526,0.103618421052632,0.622532894736842
"709","2004-07-30",323,135,771,1229,0.262815296989422,0.109845402766477,0.627339300244101
"710","2004-08-06",318,142,775,1235,0.25748987854251,0.11497975708502,0.62753036437247
"711","2004-08-13",324,151,757,1232,0.262987012987013,0.122564935064935,0.614448051948052
"712","2004-08-20",324,150,756,1230,0.263414634146341,0.121951219512195,0.614634146341463
"713","2004-08-27",321,144,774,1239,0.2590799031477,0.116222760290557,0.624697336561743
"714","2004-09-03",329,134,786,1249,0.263410728582866,0.10728582866293,0.629303442754203
"715","2004-09-10",330,133,777,1240,0.266129032258065,0.107258064516129,0.626612903225807
"716","2004-09-17",328,123,781,1232,0.266233766233766,0.0998376623376623,0.633928571428571
"717","2004-09-24",336,116,787,1239,0.271186440677966,0.0936238902340597,0.635189669087974
"718","2004-10-01",331,120,792,1243,0.266291230893001,0.0965406275140789,0.63716814159292
"719","2004-10-08",337,123,770,1230,0.273983739837398,0.1,0.626016260162602
"720","2004-10-15",334,125,766,1225,0.27265306122449,0.102040816326531,0.62530612244898
"721","2004-10-22",341,129,780,1250,0.2728,0.1032,0.624
"722","2004-10-29",331,133,787,1251,0.264588329336531,0.106314948041567,0.629096722621903
"723","2004-11-05",339,132,797,1268,0.267350157728707,0.10410094637224,0.628548895899054
"724","2004-11-12",341,128,790,1259,0.270849880857824,0.101667990468626,0.62748212867355
"725","2004-11-19",346,127,795,1268,0.272870662460568,0.100157728706625,0.626971608832808
"726","2004-11-24",340,123,788,1251,0.271782573940847,0.0983213429256595,0.629896083133493
"727","2004-12-03",328,125,792,1245,0.263453815261044,0.100401606425703,0.636144578313253
"728","2004-12-10",324,127,799,1250,0.2592,0.1016,0.6392
"729","2004-12-17",315,126,793,1234,0.255267423014587,0.102106969205835,0.642625607779579
"730","2004-12-23",314,132,811,1257,0.249801113762928,0.105011933174224,0.645186953062848
"731","2004-12-31",312,128,803,1243,0.251005631536605,0.102976669348351,0.646017699115044
"732","2005-01-07",310,127,805,1242,0.249597423510467,0.102254428341385,0.648148148148148
"733","2005-01-14",321,131,806,1258,0.25516693163752,0.104133545310016,0.640699523052464
"734","2005-01-21",324,141,798,1263,0.256532066508314,0.111638954869359,0.631828978622328
"735","2005-01-28",331,135,790,1256,0.263535031847134,0.107484076433121,0.628980891719745
"736","2005-02-04",324,134,790,1248,0.259615384615385,0.107371794871795,0.63301282051282
"737","2005-02-11",339,145,796,1280,0.26484375,0.11328125,0.621875
"738","2005-02-18",353,147,795,1295,0.272586872586873,0.113513513513514,0.613899613899614
"739","2005-02-25",356,149,776,1281,0.277907884465261,0.116315378610461,0.605776736924278
"740","2005-03-04",345,152,793,1290,0.267441860465116,0.117829457364341,0.614728682170543
"741","2005-03-11",347,154,781,1282,0.270670826833073,0.1201248049922,0.609204368174727
"742","2005-03-18",347,158,815,1320,0.262878787878788,0.11969696969697,0.617424242424242
"743","2005-03-24",342,161,828,1331,0.25694966190834,0.120961682945154,0.622088655146506
"744","2005-04-01",345,164,820,1329,0.259593679458239,0.123401053423627,0.617005267118134
"745","2005-04-08",338,166,823,1327,0.254709871891485,0.12509419743783,0.620195930670686
"746","2005-04-15",334,164,850,1348,0.247774480712166,0.121661721068249,0.630563798219585
"747","2005-04-22",321,165,857,1343,0.239017125837677,0.122859270290395,0.638123603871929
"748","2005-04-29",316,167,842,1325,0.238490566037736,0.126037735849057,0.635471698113208
"749","2005-05-06",315,171,838,1324,0.237915407854985,0.129154078549849,0.632930513595166
"750","2005-05-13",307,170,831,1308,0.234709480122324,0.129969418960245,0.635321100917431
"751","2005-05-20",309,176,830,1315,0.234980988593156,0.13384030418251,0.631178707224335
"752","2005-05-27",329,168,834,1331,0.247182569496619,0.126220886551465,0.626596543951916
"753","2005-06-03",333,176,844,1353,0.246119733924612,0.130081300813008,0.62379896526238
"754","2005-06-10",324,168,847,1339,0.241971620612397,0.125466766243465,0.632561613144138
"755","2005-06-17",329,181,848,1358,0.242268041237113,0.133284241531664,0.624447717231222
"756","2005-06-24",331,182,857,1370,0.241605839416058,0.132846715328467,0.625547445255474
"757","2005-07-01",333,183,854,1370,0.243065693430657,0.133576642335766,0.623357664233577
"758","2005-07-08",335,185,874,1394,0.240315638450502,0.132711621233859,0.626972740315639
"759","2005-07-15",344,183,877,1404,0.245014245014245,0.13034188034188,0.624643874643875
"760","2005-07-22",355,173,882,1410,0.25177304964539,0.122695035460993,0.625531914893617
"761","2005-07-29",349,189,874,1412,0.247167138810198,0.13385269121813,0.618980169971671
"762","2005-08-05",356,196,884,1436,0.247910863509749,0.136490250696379,0.615598885793872
"763","2005-08-12",347,187,895,1429,0.242827151854444,0.130860741777467,0.62631210636809
"764","2005-08-19",356,190,887,1433,0.248429867411026,0.132588974180042,0.618981158408932
"765","2005-08-26",360,193,891,1444,0.249307479224377,0.133656509695291,0.617036011080332
"766","2005-09-02",361,191,895,1447,0.249481686247408,0.131997235659986,0.618521078092605
"767","2005-09-09",343,193,905,1441,0.238029146426093,0.133934767522554,0.628036086051353
"768","2005-09-16",350,191,895,1436,0.243732590529248,0.133008356545961,0.623259052924791
"769","2005-09-23",348,199,904,1451,0.239834596829773,0.137146795313577,0.623018607856651
"770","2005-09-30",341,214,928,1483,0.22993931220499,0.144302090357384,0.625758597437626
"771","2005-10-07",340,215,926,1481,0.229574611748818,0.145172180958812,0.62525320729237
"772","2005-10-14",341,210,931,1482,0.230094466936572,0.1417004048583,0.628205128205128
"773","2005-10-21",350,205,919,1474,0.237449118046133,0.139077340569878,0.623473541383989
"774","2005-10-28",346,202,932,1480,0.233783783783784,0.136486486486486,0.62972972972973
"775","2005-11-04",355,201,940,1496,0.237299465240642,0.134358288770053,0.628342245989305
"776","2005-11-11",340,208,931,1479,0.229885057471264,0.140635564570656,0.62947937795808
"777","2005-11-18",348,211,919,1478,0.235453315290934,0.14276048714479,0.621786197564276
"778","2005-11-23",361,216,914,1491,0.242119382964453,0.144869215291751,0.613011401743796
"779","2005-12-02",359,216,885,1460,0.245890410958904,0.147945205479452,0.606164383561644
"780","2005-12-09",365,219,899,1483,0.246122724207687,0.147673634524612,0.606203641267701
"781","2005-12-16",352,221,890,1463,0.240601503759399,0.151059466848941,0.608339029391661
"782","2005-12-22",351,221,903,1475,0.237966101694915,0.149830508474576,0.612203389830508
"783","2005-12-30",352,222,897,1471,0.239292997960571,0.150917743031951,0.609789259007478
